,Unnamed: 0,text,target
10,122,from mscraphalcyoncom marta lyall subject re video inout organization northwest nexus inc 206 4553505 lines 29  organization a world of information at your fingertips keywords   in article 628toontowncolumbiascncrcom craigtoontowncolumbiascncrcom craig s williamson writes  im getting ready to buy a multimedia workstation and would like a little advice  i need a graphics card that will do video in and out under windows i was originally thinking of a targa but that doesnt work under windows what cards should i be looking into  thanks craig                                                 to forgive is divine to be craig williamson                              an airhead is human  craigwilliamsoncolumbiascncrcom                balki bartokomas  craigtoontowncolumbiascncrcom home                  perfect strangers   craig  you should still consider the targa i run windows 31 on it all the time at work and it works fine i think all you need is the right driver   josh west   email mscraphalcyoncom  ,1
11,80,from psyrobtwubvmsbccbuffaloedu robert weiss subject lds hals reply organization university at buffalo lines 38 newssoftware vaxvms vnews 141 nntppostinghost ubvmsbccbuffaloedu  in article c51nls7asboihpcom hallboihpcom hal leifson writes  dr englands story deleted it was a nice read the first time  through  now lead the church  i for one do not wish to be labelled christian if  those who profess themselves as christians attack my beliefs because they are  intollerent for example of the way my religion may interpret biblical  scriptures of the same source to have a different meaning and implication  than mainstream christianity would give it   9it isnt so much a matter of interpretation of bible texts  that sets mormonism apart from orthodoxy as it is a matter of  fabrication  9about 20 years ago national lampoon had some comic strips  in them that were drawn by neal adams they were called son o god comics  it was a parody of the jesus in the bible in the comic there were a  group of thirteen jewish kids from brooklyn and when one of them said  the magic word he turned into son o god he went from a myopic  curly headed yarmulke wearing boy to a replica of the stylizied  portraits of jesus  with long flowing brown hair and gentile  features9  9now if someone were to profess faith in this natlamp jesus  and claim that they were a christian because they believed in this  natlamp jesus we would have to say that this was fallacious since  this jesus was a fabrication and did not really exist  9this is the exact same thing that the lds do when they claim  that they are christian they profess faith in jesus but the jesus  that they profess to have faith in is as much a fabrication as the  natlamp jesus was    robert weiss psyrobtwubvmsccbuffaloedu ,3
12,1640,from b645zawutarlgutaedu stephen subject re comments on the koresh 302 transcript newssoftware vaxvms vnews 141     nntppostinghost utarlgutaedu organization the university of texas at arlington lines 102  in article 1993apr1420025920419microsoftcom  iankmicrosoftcom ian kennedy writes  stephen wrote correction to my prior post proper citation is  9isaiah 3026  moreover the light of the moon shall 9   be as the light of the sun and the light of the  9   sun shall be sevenfold as the light of seven days 9   in the day that the lord bindeth up the breach of 9   his people and healeth the stroke of their wound   so we have to wait for the sun to nova  more along the lines of hebrews 122529 i reckon  9see that you refuse not him that speaks for if they 9escaped not who refused him that spake on earth much  9more shall not we escape if we turn away from him that  9speaks from heaven  9whose voice then shook the earth but now he has promised 9saying yet once more i shake not the earth only but also 9heaven  9and this word yet once more signifies the removing of 9those things that are shaken as of things that are made 9that those things which cannot be shaken may remain  9wherefore we receiving a kingdom which cannot be moved  9let us have grace whereby we may serve god acceptably  9with reverence and godly fear  9for our god is a consuming fire   or 2nd thessalonians 1710  9and to you who are troubled rest with us when the lord 9jesus shall be revealed from heaven with his mighty angels  9in flaming fire taking vengeance on them that know not god 9and that obey not the gospel of our lord jesus christ  9who shall be punished with everlasting destruction from  9the presence of the lord and from the glory of his power  9when he shall come to be glorified in his saints and to be 9admired in all them that believe because our testimony  9among you was believed in that day    kinda gives flaming a whole new meaning i reckon   999           the impression i got from talking with livingston was that the coming of the lord powerwise is going to be something that those who are unprepared cant handle  kinda like overloading a fuse  due to  guilt somehow it seems to also apply to the entire physical world as  we know it lf suggests that god doesnt want that and has sent koresh  as a reminder   seems that those who have been purified through salvation or that those protected by the seals will be the ones who survive and no  i dont  have a good idea yet what being shielded by the seals actually involves  or how exactly it relates to salvation other than it involves the marriage of the bridegroom and the bride for those of you biblical well versed 999          me personally im totally 100 dependent on god through christ so  if god wants me to understand good if not also good if god wants to save me or dispose of me thats great either way being born in the spirit means being part of the body of christ ephesians 2 so who and what i was matters little  whats important is loving god   come nova nuke or apocalypse  who cares satan might even be able  to pull off a pretty convincing fake big deal not worth fearing or  worrying about though not before   99    the greater glory of god   9  maybe koresh is right maybe he isnt and it should be interesting to  see the new message or prophecy the tour of the bible ive taken in  studying the passages he points to in the 302 text has been most re warding but the test of prophecy is still the fruit it bears  which  is not yet clear   much much more important is charity  which by definition is   9                   love for god  i hope dear reader youve taken all this as an expression of faith   and not a statement of mere fact seems many folks get real upset at   reminders        j           stephen  ,3
13,1299,from mccallmksoldsegticom fred j mccall 5753539 subject re nuclear waste organization texas instruments inc lines 34  in 1psg95reeaccessdigexnet prbaccessdigexcom pat writes  on the issue of burning nuclear wastes using particle beams  how is it ever going to be an off the shelf technology if someone doesnt do it  maybe we should do this as part of the ssf design goals   gee fred  after your bitter defense of 20 khz power as a basic technology for ssf id think you would support a minor research program like this  i sometimes wonder if your newsfeed gives you different articles than everyone else pat  just a few corrections  1 i never defended 20khz power other than as something reasonable to go look at  2 i have also never opposed a research project into feasibility of the spalling reactor approach to cleaning nuclear waste  i simply doubt it could be made to work in the real world tm which ought to become clear fairly quickly during a research program into feasibility sort of like what happened to 20 khz power  it proved to have a downside that was too expensive to overcome  i figure 2 things wrong in a single sentence is a high enough fault density for even you pat      insisting on perfect safety is for people who dont have the balls to live  in the real world    mary shafer nasa ames dryden  fredmccalldsegticom  i dont speak for others and they dont speak for me ,2
14,1293,from lpzsmlunicornnottacuk steve lang subject re objective values v scientific accuracy was re after 2000 years can we say that christian morality is organization nottingham university lines 38  in article c5j718jzvdcsedacuk tkdcsedacuk tommy kelly wrote  in article 1qjahhmrshorusapmchpsnide frankd012s658uucp frank odwyer writes    science the real world has its basis in values not the other way round   as you would wish it      you must be using values to mean something different from the way i  see it used normally    and you are certainly using science like that if you equate it to  the real world    science is the recognition of patterns in our perceptions of the universe  and the making of qualitative and quantitative predictions concerning  those perceptions  science is the process of modeling the real world based on commonly agreed interpretations of our observations perceptions   it has nothing to do with values as far as i can see  values are  well they are what i value  they are what i would have rather than not have  what i would experience  rather than not and so on  values can also refer to meaning  for example in computer science the value of 1 is true and 0 is false  science is based on commonly agreed values interpretation of observations although science can result in a reinterpretation of these values   objective values are a set of values which the proposer believes are  applicable to everyone  the values underlaying science are not objective since they have never been fully agreed and the change with time  the values of newtonian physic are certainly different to those of quantum mechanics  steve lang slangslingslinkslickslackshackshankthankthinkthick ,0
15,112,from henryzootorontoedu henry spencer subject re keeping spacecraft on after funding cuts organization u of toronto zoology lines 15  in article 19930423010821639almadenibmcom nichovnetibmcom writes since we dont have the money to keep them going now how will changing them to a seperate agency help anything  how about transferring control to a nonprofit organisation that is able to accept donations to keep craft operational  the problem is you cant raise adequate amounts of money that way the viking fund tried  they did succeed in a way but only because of the political impact of their fundraising  the actual amount of money they raised was fairly inconsequential it would not have kept the viking lander going by itself   all work is one mans work              henry spencer  u of toronto zoology                      kipling             henryzootorontoedu  utzoohenry ,2
16,967,from bskendignetcomcom brian kendig subject re 14 apr 93   gods promise in 1 john 1 7 organization starfleet headquarters san francisco lines 47  brianlplarizonaedu brian ceccarelli 6026219615 writes  brian kendig contorts     9it can not be a light which cleanses 9if it is tainted with the blood 9of an innocent man     now showing how brian kendig is in the dark of the  most fundamental basic of the old testament  concepts like santification and lev 1711 must be foreign to you  too bad you are not interested in understanding  too bad you prefer blurting folly even to your own shame    lev 1711 for the life of the flesh is in the blood and i have given   it to you upon the altar to make atonement for your souls for it is   the blood that makes atonement for the soul  the old testament was very big on the eye for an eye business  it makes sense that leviticus would support physical injury to repay moral wrongdoing  i know about sanctification  ive been taught all about it in sunday school catechism class and theology classes  but even after all that i still cant accept it  maybe im still not understanding it or maybe im just understanding it all too well  from the bottom of my heart i know that the punishment of an innocent man is wrong  ive tried repeatedly over the course of several years to accept it but i just cant  if this means that i cant accept the premise that a god who would allow this is perfectly good then so be it       what ignorance you can show us next  i guess ill wait till tomorrow  if you can explain to me why the death of jesus was a good thing then i would be very glad to hear it and you might even convert me be warned however that ive heard all the most common arguments before and they just dont convince me      brian kendig                             je ne suis fait comme aucun   bskendignetcomcom                de ceux que jai vus jose croire                             netre fait comme aucun de ceux qui existent     the meaning of life     si je ne vaux pas mieux au moins je suis autre      is that it ends                                            rousseau ,3
17,1681,from dragonaccessdigexcom covert c beach subject re mars observer update  032993 organization express access online communications greenbelt md usa lines 33 distribution world nntppostinghost accessdigexnet keywords mars observer jpl  in article 1pcgaado1accessdigexcom prbaccessdigexcom pat writes now isnt that always the kicker  it does seem stupid to  drop a mission like magellan because there isnt  70 million a year to keep up the mission  youd think  that ongoing science  could justify the money  jpl gets accused of spending more then neccessary probably some validity in that  but nasa  does put money into some things  that really are porcine  oh well  i attended a colloquium at goddard last fall where the head of the  operations section of nasa was talking about what future missions were going to be funded  i dont remember his name or title off hand and i have discarded the colloquia announcement in any case he was  asked about that very matter why cant we spend a few million more to keep instruments that we already have in place going  his responce was that there are only so many  available to him and the lead time on an instrument like a cobe magellan hubble etc is 510 years minumum  if he spent all that could be spent on using current instruments in the current budget enviroment he would have very little to nothing for future projects  if he did that sure in the short run the science would be wonderful and he would be popular however starting a few years after he had retired he would become one of the greatest villans ever seen in the space community for not funding the early stages of the next generation of instruments  just as he had benefited from his predicessors funding choices he owed it to whoever his sucessor would eventually be to keep developing new missions even at the expense of cutting off some instruments before the last drop of possible science has been wrung out of them     covert c beach dragonaccessdigexcom ,2
18,2025,from bilokcforumosrheedu bill conner subject re islamic authority over women nntppostinghost okcforumosrheedu organization okcforum unix users group xnewsreader tin version 11 pl9 lines 30  scott d sauyet ssauyeteaglewesleyanedu wrote   regardless of peoples hidden motivations the stated reasons for many  wars include religion  of course you can always claim that the real  reason was economics politics ethnic strife or whatever  but the  fact remains that the justification for many wars has been to conquer  the heathens   if you want to say for instance that economics was the chief cause  of the crusades you could certainly make that point  but someone  could come along and demonstrate that it was really something else in  the same manner you show that it was really not religion  you could  in this manner eliminate all possible causes for the crusades            scott  i dont have to make outrageous claims about religions affecting and effecting history for the purpsoe of aa all i have to do point out that many claims made here are wrong and do nothing to validate atheism at no time have i made any statement that religion was the sole cause of anything what i have done is point out that those who do make that kind of claim are mistaken usually deliberately   to credit religion with the awesome power to dominate history is to misunderstand human nature the function of religion and of course history i believe that those who distort history in this way know exaclty what theyre doing and do it only for affect  bill ,0
19,1035,from cavalierblkboxcom bill egan subject re weitek p9000  nntppostinghost port3houstonpubippsinet organization performance systems intl lines 13  jgreenamber joe green writes   anyone know about the weitek p9000 graphics chip  do you have weiteks addressphone number  id like to get some information about this chip  yes i am very interested in this chip  please follow up or email   bill egan           cavalier graphics houston texas email cavalierblkboxcom  ,1
20,1203,from baftacatsucscedu shari l brooks subject re into infinitywasre doppelganger was re vulcan organization university of california  santa cruz lines 36 nntppostinghost siucscedu summary me too keywords cheesy science fiction   in article 1993apr181711486367abofi mlindroosfinaboabofi marcus  lindroos inf writes  later on the andersons tried to shed their reputation as creators of some of the worst pseudoscientific shows in tv history by flying into infinity this was a oneoff thing done as part of bbcs educational sf series the day after tomorrow the anderson episode dealt with a spaceship capable of reaching the speed of light lightship altares the fourman crew  eventually journeyed into a black hole and ended up on the far side of the  galaxy i think i saw this as a 9yearold back in 1976 and liked it very  much but then again i was a fan of space1999 so i guess i was easily  satisfied in those days  wow  i was beginning to think that i had made that up  i remember that movie it was about 15 hours long  i dont think they ended up anywhere in the known universe    i remember they got a message halfway out to proxima centauri that earth transmitted a day after they launched timed to catch up with them at the halfway point  i thought it was neat i think i was all of 10 at the time  does anyone know if into infinity has been released on video i have some space1999 shows on vhs and know that thunderbirds etc also are available in england   space1999 has just come out with 4 episodes released in american stores i will look for the into infinity show i never did know that was the name of it i thought the show was called the day after tomorrow and that was it    if you blow fire against the wind take care to not get the smoke in your eyes       big  growly dragonmonster                baftacatsucscedu     shari brooks           brooksanarchyarcnasagov                       the above opinions are solely my own ,2
21,178,from matthewphantomgatechedu matthew deluca subject re nuclear waste organization the dorsai grey captains lines 15 nntppostinghost oitgatechedu  in article 844rinsryukokuacjp willrinsryukokuacjp william reiken writes  9ok so how about the creation of oil producing bacteria  i figure that if you can make them to eat it up then you can make them to shit it any comments  sure  why keep using oil  a hydrogenelectric economy would likely be cleaner and more efficient in the long run  the laws of supply and demand should get the transition underway before we reach a critical stage of shortage   matthew deluca georgia institute of technology atlanta georgia 30332 uucp9  decvaxhplabsncarpurduerutgersgatechprismmatthew internet matthewphantomgatechedu ,2
22,247,from clippermccarthycsduwoca khun yee fung subject re looking for circle algorithm faster than bresenhams organization department of computer science the university of western 9ontario london ontario canada inreplyto graemelabtamlabtamozaus message of wed 14 apr 1993 044946 gmt 91993apr130252408884nwnexuswacom 91993apr1404494612144labtamlabtamozau nntppostinghost mccarthycsduwoca lines 41   on wed 14 apr 1993 044946 gmt graemelabtamlabtamozau graeme gill said  graeme 9yes thats known as bresenhams run length slice algorithm for graeme incremental lines see fundamental algorithms for computer graphics graeme springerverlag berlin heidelberg 1985   i have tried to extrapolate this to circles but i cant figure out  how to determine the length of the slices any ideas  graeme 9hmm i dont think i can help you with this but you might graeme take a look at the following  graeme 9doublestep incremental generation of lines and circles graeme x wu and j g rokne computer graphics and image processing graeme vol 37 no 4 mar 1987 pp 331334  graeme 9doublestep generation of ellipses x wu and j g rokne graeme ieee computer graphics  applications may 1989 pp 5669  another paper you might want to consider is  articlefungdraw   titlea runlength slice line drawing algorithm without division operations   authorkhun yee fung and tina m nicholl and a k dewdney   journalcomputer graphics forum   year1992   volume11   number3   pagesc267c277   khun yee  khun yee fung    clippercsduwoca department of computer science middlesex college university of western ontario london ontario canada n6a 5b7 tel 519 6616889 fax 519 6613515 ,1
23,260,from tkdcsedacuk tommy kelly subject objective values v scientific accuracy was re after 2000 years can we say that christian morality is replyto tkdcsedacuk tommy kelly organization laboratory for the foundations of computer science edinburgh u lines 54  frank i tried to mail this but it bounced  it is fast moving out of ta scope but i didnt know if ta was the only group of the three that you subscribed to apologies to regular ta folks  in article 1qjahhmrshorusapmchpsnide frankd012s658uucp frank odwyer writes  science the real world has its basis in values not the other way round  as you would wish it    you must be using values to mean something different from the way i see it used normally  and you are certainly using science like that if you equate it to the real world  science is the recognition of patterns in our perceptions of the universe and the making of qualitative and quantitative predictions concerning those perceptions  it has nothing to do with values as far as i can see values are  well they are what i value they are what i would have rather than not have  what i would experience rather than not and so on  objective values are a set of values which the proposer believes are applicable to everyone  if there is no such thing as objective value then science can not  objectively be said to be more useful than a kick in the head  i dont agree science is useful insofar as it the predictions mentioned above are accurate  that is insofar as what i think will be the effect on my perceptions of a time lapse with or without my input to the universe versus what my perceptions actually turn out to be  but values are about whether i like in the loosest sense of the word the  perceptions   simple theories with accurate predictions could not objectively be said to be more useful than a set of tarot cards    i dont see why usefulness in science is synonomous with accuracy  period tarot predictions are not useful because they are not accurate  or cant be shown to be accurate science is useful because it is apparently accurate  values  objective or otherwise  are beside the point  no  tommy ,3
24,1447, wupostuunetoliveasgigatesgifidosolntzewpdsgicomlivesey subject re pompous ass from liveseysolntzewpdsgicom jon livesey  93089050046mvs104psuvmpsuedu 1pa6ntinns5dgapcaltechedu   1993mar302104231302bmerh85bnrca 1pcnqjinnpongapcaltechedu kmr41344733611641pocwruedu 1pi9btinnqa5gapcalte organization sgi nntppostinghost solntzewpdsgicom lines 20  in article 1pi9btinnqa5gapcaltechedu keithccocaltechedu keith allan schneider writes  kmr4pocwruedu keith m ryan writes    then why do people keep asking the same questions over and over  because you rarely ever answer them    nope ive answered each question posed and most were answered multiple  times  9he   fifty dollars if i cant answer your question  9she  what is the big bang theory  9he   the big bang theory is a recipe for cookies  9she  fifty dollars please  9he   hey i didnt say the answers would make sense  jon ,0
25,1791,from koolishbbncom dick koolish subject re flat globe lines 17 nntppostinghost bbncom  sp1marsekristin marco seirio writes   does anybody have an algorithm for flattening out a globe or any other parametric surface that is definied parametrically  that is i would like to take a sheet of paper and a knife and to be able to calculate how i must cut in the paper so i can fold it to a globe or any other object   there is a library of map projections in      charonerusgsgov  in      pubproj413tarz ,1
26,1167,from hoovermathematikunibielefeldde uwe schuerkamp subject re vandalizing the sky nntppostinghost math30mathematikunibielefeldde organization math madhouse bielefeld germany lines 26  in article c5t05kdb6researchcanonozau enzoresearchcanonozau  enzo liguori writes   hideous vision of the future  observers were startled this spring when a nasa launch vehicle arrived at the pad with schwarzenegger painted in huge block letters on the  this is ok in my opinion as long as the stuff returns to earth  what do you think of this revolting and hideous attempt to vandalize the night sky it is not even april 1 anymore  if this turns out to be true its time to get seriously active in terrorism this is unbelievable who do those people think they are selling every bit that promises to make money i guess we really deserve being wiped out by uv radiation folks stupidity wins i guess thats true and if only by pure numbers  9another depressed planetary citizen 9hoover      uwe hoover schuerkamp 99     hoovermathematikunibielefeldde 99clear skies  fight light pollution ,2
27,1450,from nsmcaauroraalaskaedu subject re stereo pix of planetsy lines 15 nntppostinghost acad3alaskaedu organization university of alaska fairbanks  in article 1993apr200103268634csusedu arthurcsfsuvax1sfsuedu arthur chandler writes  can anyone tell me where i might find stereo images of planetary and  planetary satellite surfaces  gifs preferred but any will do  im  especially interested in stereos of the surfaces of phobos deimos mars  and the moon in that order    thanks    amesarcnasagov not sure what subdirectory thou   michael adams nsmcaacad3alaskaedu  im not high just jacked  ps i know it has a gif area as well as space and other info  ,2
28,1478,from awsitiorg allen w sherzer subject re dcx update organization evil geniuses for a better tomorrow lines 25  in article schumach734984753convexconvexcom schumachconvexcom richard a schumacher writes  would the suborbital version be suitable asis or aswillbe for use as a reuseable sounding rocket  dcx as is today isnt suitable for this however the followon sdio funds will a reusable sounding rocket was always sdios goal  thank ghod i had thought that spacelifter would definitely be the bastard son of nls  so did i there is a lot going on now and some reports are due soon  which should be very favorable the insiders have been very bush briefing the right people and it is now paying off  however public support is still critical in politics you need to keep constant pressure on elected officials    allen      lady astor   sir if you were my husband i would poison your coffee     w churchill madam if you were my wife i would drink it              57 days to first flight of dcx ,2
